Range,REF,PropertyName,PropertyDescription,PropertyDescriptionShort,PropertyFilter,PropertyFilterShort,Source,SectorCount,PublicCount,Type,Subtype,Year,YearDesc,File,Field,DataType,DataTypeAlt,RecordFilterBy,Filter,FilterValue,Filter2,Filter2Value,Filter3,Filter3Value,Filter4,Filter4Value,Filter5,Filter5Value,Filter6,Filter6Value,Filter7,Filter7Value,Filter8,Filter8Value,Filter9,Filter9Value,ShouldBeNormalised,NormalisedLookup,CompoundFields,ReturnMultipleRecords,IgnoreMapping
LA,22_KS4SE_BIO_79_BOY_LA,Bio79_Boy_LA_Previous2_Pct,Biology grades 7 to 9,Bio79,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Biology,grade,9 to 7,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_BIO_79_GRL_LA,Bio79_Grl_LA_Previous2_Pct,Biology grades 7 to 9,Bio79,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Biology,grade,9 to 7,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_BIO_79_TOT_LA,Bio79_Tot_LA_Previous2_Pct,Biology grades 7 to 9,Bio79,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Biology,grade,9 to 7,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_CHEM_49_BOY_LA,Chem49_Boy_LA_Previous2_Pct,Chemistry grades 4 to 9,Chem49,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Chemistry,grade,9 to 4,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_CHEM_49_GRL_LA,Chem49_Grl_LA_Previous2_Pct,Chemistry grades 4 to 9,Chem49,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Chemistry,grade,9 to 4,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_CHEM_49_TOT_LA,Chem49_Tot_LA_Previous2_Pct,Chemistry grades 4 to 9,Chem49,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Chemistry,grade,9 to 4,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_CHEM_59_BOY_LA,Chem59_Boy_LA_Previous2_Pct,Chemistry grades 5 to 9,Chem59,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Chemistry,grade,9 to 5,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_CHEM_59_GRL_LA,Chem59_Grl_LA_Previous2_Pct,Chemistry grades 5 to 9,Chem59,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Chemistry,grade,9 to 5,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_CHEM_59_TOT_LA,Chem59_Tot_LA_Previous2_Pct,Chemistry grades 5 to 9,Chem59,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Chemistry,grade,9 to 5,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_CHEM_79_BOY_LA,Chem79_Boy_LA_Previous2_Pct,Chemistry grades 7 to 9,Chem79,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Chemistry,grade,9 to 7,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_CHEM_79_GRL_LA,Chem79_Grl_LA_Previous2_Pct,Chemistry grades 7 to 9,Chem79,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Chemistry,grade,9 to 7,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_CHEM_79_TOT_LA,Chem79_Tot_LA_Previous2_Pct,Chemistry grades 7 to 9,Chem79,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Chemistry,grade,9 to 7,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_COMBSCI_49_BOY_LA,CombSci49_Boy_LA_Previous2_Pct,Combined Science (Dual Award) grades 4 to 9,CombSci49,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Combined Science,grade,9 to 4,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_COMBSCI_49_GRL_LA,CombSci49_Grl_LA_Previous2_Pct,Combined Science (Dual Award) grades 4 to 9,CombSci49,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Combined Science,grade,9 to 4,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_COMBSCI_49_TOT_LA,CombSci49_Tot_LA_Previous2_Pct,Combined Science (Dual Award) grades 4 to 9,CombSci49,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Combined Science,grade,9 to 4,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_COMBSCI_59_BOY_LA,CombSci59_Boy_LA_Previous2_Pct,Combined Science (Dual Award) grades 5 to 9,CombSci59,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Combined Science,grade,9 to 5,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_COMBSCI_59_GRL_LA,CombSci59_Grl_LA_Previous2_Pct,Combined Science (Dual Award) grades 5 to 9,CombSci59,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Combined Science,grade,9 to 5,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_COMBSCI_59_TOT_LA,CombSci59_Tot_LA_Previous2_Pct,Combined Science (Dual Award) grades 5 to 9,CombSci59,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Combined Science,grade,9 to 5,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_COMBSCI_79_BOY_LA,CombSci79_Boy_LA_Previous2_Pct,Combined Science (Dual Award) grades 7 to 9,CombSci79,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Combined Science,grade,9 to 7,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_COMBSCI_79_GRL_LA,CombSci79_Grl_LA_Previous2_Pct,Combined Science (Dual Award) grades 7 to 9,CombSci79,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Combined Science,grade,9 to 7,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_COMBSCI_79_TOT_LA,CombSci79_Tot_LA_Previous2_Pct,Combined Science (Dual Award) grades 7 to 9,CombSci79,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Combined Science,grade,9 to 7,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLANG_49_BOY_LA,EngLang49_Boy_LA_Previous2_Pct,English Language grades 4 to 9,EngLang49,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Language,grade,9 to 4,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLANG_49_GRL_LA,EngLang49_Grl_LA_Previous2_Pct,English Language grades 4 to 9,EngLang49,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Language,grade,9 to 4,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLANG_49_TOT_LA,EngLang49_Tot_LA_Previous2_Pct,English Language grades 4 to 9,EngLang49,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Language,grade,9 to 4,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLANG_59_BOY_LA,EngLang59_Boy_LA_Previous2_Pct,English Language grades 5 to 9,EngLang59,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Language,grade,9 to 5,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLANG_59_GRL_LA,EngLang59_Grl_LA_Previous2_Pct,English Language grades 5 to 9,EngLang59,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Language,grade,9 to 5,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLANG_59_TOT_LA,EngLang59_Tot_LA_Previous2_Pct,English Language grades 5 to 9,EngLang59,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Language,grade,9 to 5,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLANG_79_BOY_LA,EngLang79_Boy_LA_Previous2_Pct,English Language grades 7 to 9,EngLang79,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Language,grade,9 to 7,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLANG_79_GRL_LA,EngLang79_Grl_LA_Previous2_Pct,English Language grades 7 to 9,EngLang79,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Language,grade,9 to 7,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLANG_79_TOT_LA,EngLang79_Tot_LA_Previous2_Pct,English Language grades 7 to 9,EngLang79,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Language,grade,9 to 7,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLIT_49_BOY_LA,EngLit49_Boy_LA_Previous2_Pct,English Literature grades 4 to 9,EngLit49,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Literature,grade,9 to 4,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLIT_49_GRL_LA,EngLit49_Grl_LA_Previous2_Pct,English Literature grades 4 to 9,EngLit49,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Literature,grade,9 to 4,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLIT_49_TOT_LA,EngLit49_Tot_LA_Previous2_Pct,English Literature grades 4 to 9,EngLit49,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Literature,grade,9 to 4,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLIT_59_BOY_LA,EngLit59_Boy_LA_Previous2_Pct,English Literature grades 5 to 9,EngLit59,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Literature,grade,9 to 5,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLIT_59_GRL_LA,EngLit59_Grl_LA_Previous2_Pct,English Literature grades 5 to 9,EngLit59,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Literature,grade,9 to 5,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLIT_59_TOT_LA,EngLit59_Tot_LA_Previous2_Pct,English Literature grades 5 to 9,EngLit59,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Literature,grade,9 to 5,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLIT_79_BOY_LA,EngLit79_Boy_LA_Previous2_Pct,English Literature grades 7 to 9,EngLit79,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Literature,grade,9 to 7,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLIT_79_GRL_LA,EngLit79_Grl_LA_Previous2_Pct,English Literature grades 7 to 9,EngLit79,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Literature,grade,9 to 7,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_ENGLIT_79_TOT_LA,EngLit79_Tot_LA_Previous2_Pct,English Literature grades 7 to 9,EngLit79,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,English Literature,grade,9 to 7,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_MATHS_49_BOY_LA,Maths49_Boy_LA_Previous2_Pct,Maths grades 4 to 9,Maths49,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Mathematics,grade,9 to 4,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_MATHS_49_GRL_LA,Maths49_Grl_LA_Previous2_Pct,Maths grades 4 to 9,Maths49,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Mathematics,grade,9 to 4,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_MATHS_49_TOT_LA,Maths49_Tot_LA_Previous2_Pct,Maths grades 4 to 9,Maths49,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Mathematics,grade,9 to 4,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_MATHS_59_BOY_LA,Maths59_Boy_LA_Previous2_Pct,Maths grades 5 to 9,Maths59,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Mathematics,grade,9 to 5,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_MATHS_59_GRL_LA,Maths59_Grl_LA_Previous2_Pct,Maths grades 5 to 9,Maths59,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Mathematics,grade,9 to 5,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_MATHS_59_TOT_LA,Maths59_Tot_LA_Previous2_Pct,Maths grades 5 to 9,Maths59,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Mathematics,grade,9 to 5,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_MATHS_79_BOY_LA,Maths79_Boy_LA_Previous2_Pct,Maths grades 7 to 9,Maths79,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Mathematics,grade,9 to 7,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_MATHS_79_GRL_LA,Maths79_Grl_LA_Previous2_Pct,Maths grades 7 to 9,Maths79,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Mathematics,grade,9 to 7,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_MATHS_79_TOT_LA,Maths79_Tot_LA_Previous2_Pct,Maths grades 7 to 9,Maths79,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Mathematics,grade,9 to 7,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_PHYSICS_49_BOY_LA,Physics49_Boy_LA_Previous2_Pct,Physics grades 4 to 9,Physics49,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Physics,grade,9 to 4,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_PHYSICS_49_GRL_LA,Physics49_Grl_LA_Previous2_Pct,Physics grades 4 to 9,Physics49,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Physics,grade,9 to 4,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_PHYSICS_49_TOT_LA,Physics49_Tot_LA_Previous2_Pct,Physics grades 4 to 9,Physics49,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Physics,grade,9 to 4,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_PHYSICS_59_BOY_LA,Physics59_Boy_LA_Previous2_Pct,Physics grades 5 to 9,Physics59,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Physics,grade,9 to 5,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_PHYSICS_59_GRL_LA,Physics59_Grl_LA_Previous2_Pct,Physics grades 5 to 9,Physics59,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Physics,grade,9 to 5,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_PHYSICS_59_TOT_LA,Physics59_Tot_LA_Previous2_Pct,Physics grades 5 to 9,Physics59,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Physics,grade,9 to 5,sex,Total,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_PHYSICS_79_BOY_LA,Physics79_Boy_LA_Previous2_Pct,Physics grades 7 to 9,Physics79,Boys,Boy,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Physics,grade,9 to 7,sex,Boys,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_PHYSICS_79_GRL_LA,Physics79_Grl_LA_Previous2_Pct,Physics grades 7 to 9,Physics79,Girls,Grl,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Physics,grade,9 to 7,sex,Girls,time_period,202223,,,,,,,,,,,,,,,
LA,22_KS4SE_PHYSICS_79_TOT_LA,Physics79_Tot_LA_Previous2_Pct,Physics grades 7 to 9,Physics79,Total,Tot,EES,1,0,KS4_Performance,SubjectEntries,2022-2023,Previous2,custom_202325_subject_local_authority_pupil_entriesachievements,percentage_achieving,double,number,old_la_code,subject,Physics,grade,9 to 7,sex,Total,time_period,202223,,,,,,,,,,,,,,,
,,,England Absence KS4 (2024-25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England,25_ABS_TOT_SECONDARY_ENG,Abs_Tot_Secondary_Eng_Current_Pct,Absence,Abs,Total,Tot,EES,1,1,PupilAbsence,Absence,2024-2025,Current,1_absence_3term_nat_reg_la,sess_overall_percent,double,percentage,geographic_level,time_period,202425,education_phase,State-funded secondary,,,,,,,,,,,,,,,,,,,
England,25_ABS_TOT_BOY_SECONDARY_ENG,Abs_Tot_Boy_Secondary_Eng_Current_Pct,Absence,Abs,Boys,Boy,EES,,,PupilAbsence,Absence,2024-2025,Current,6_absence_3term_characteristics,sess_overall_percent,double,percentage,geographic_level,breakdown,Male,education_phase,State-funded secondary,time_period,202425,,,,,,,,,,,,,,,,,
England,25_ABS_TOT_GRL_SECONDARY_ENG,Abs_Tot_Grl_Secondary_Eng_Current_Pct,Absence,Abs,Girls,Grl,EES,,,PupilAbsence,Absence,2024-2025,Current,6_absence_3term_characteristics,sess_overall_percent,double,percentage,geographic_level,breakdown,Female,education_phase,State-funded secondary,time_period,202425,,,,,,,,,,,,,,,,,
England,25_ABS_TOT_DIS_SECONDARY_ENG,Abs_Tot_Dis_Secondary_Eng_Current_Pct,Absence,Abs,Disadvantaged,Dis,EES,,,PupilAbsence,Absence,2024-2025,Current,6_absence_3term_characteristics,sess_overall_percent,double,percentage,geographic_level,breakdown,FSM eligible in last 6 years,education_phase,State-funded secondary,time_period,202425,,,,,,,,,,,,,,,,,
England,25_ABS_TOT_NDI_SECONDARY_ENG,Abs_Tot_NDi_Secondary_Eng_Current_Pct,Absence,Abs,Not disadvantaged,NDi,EES,,,PupilAbsence,Absence,2024-2025,Current,6_absence_3term_characteristics,sess_overall_percent,double,percentage,geographic_level,breakdown,FSM not eligible in last 6 years,education_phase,State-funded secondary,time_period,202425,,,,,,,,,,,,,,,,,
England,25_ABS_TOT_EFL_SECONDARY_ENG,Abs_Tot_EFL_Secondary_Eng_Current_Pct,Absence,Abs,English first language,EFL,EES,,,PupilAbsence,Absence,2024-2025,Current,6_absence_3term_characteristics,sess_overall_percent,double,percentage,geographic_level,breakdown,First language known or believed to be English,education_phase,State-funded secondary,time_period,202425,,,,,,,,,,,,,,,,,
England,25_ABS_TOT_EAL_SECONDARY_ENG,Abs_Tot_EAL_Secondary_Eng_Current_Pct,Absence,Abs,English as an additional language,EAL,EES,,,PupilAbsence,Absence,2024-2025,Current,6_absence_3term_characteristics,sess_overall_percent,double,percentage,geographic_level,breakdown,First language known or believed to be other than English,education_phase,State-funded secondary,time_period,202425,,,,,,,,,,,,,,,,,
England,25_ABS_PERS_SECONDARY_ENG,Abs_Persistent_Secondary_Eng_Current_Pct,Absence,Abs,Persistent,Persistent,EES,1,0,PupilAbsence,Absence,2024-2025,Current,1_absence_3term_nat_reg_la,sess_overall_percent_pa_10_exact,double,percentage,geographic_level,time_period,202425,education_phase,State-funded secondary,,,,,,,,,,,,,,,,,,,
England,25_ABS_PERS_BOY_SECONDARY_ENG,Abs_Persistent_Boy_Secondary_Eng_Current_Pct,Absence,Abs,Boys,Boy,EES,,,PupilAbsence,Absence,2024-2025,Current,6_absence_3term_characteristics,sess_overall_percent_pa_10_exact,double,percentage,geographic_level,breakdown,Male,education_phase,State-funded secondary,time_period,202425,,,,,,,,,,,,,,,,,
England,25_ABS_PERS_GRL_SECONDARY_ENG,Abs_Persistent_Grl_Secondary_Eng_Current_Pct,Absence,Abs,Girls,Grl,EES,,,PupilAbsence,Absence,2024-2025,Current,6_absence_3term_characteristics,sess_overall_percent_pa_10_exact,double,percentage,geographic_level,breakdown,Female,education_phase,State-funded secondary,time_period,202425,,,,,,,,,,,,,,,,,
England,25_ABS_PERS_DIS_SECONDARY_ENG,Abs_Persistent_Dis_Secondary_Eng_Current_Pct,Absence,Abs,Disadvantaged,Dis,EES,,,PupilAbsence,Absence,2024-2025,Current,6_absence_3term_characteristics,sess_overall_percent_pa_10_exact,double,percentage,geographic_level,breakdown,FSM eligible in last 6 years,education_phase,State-funded secondary,time_period,202425,,,,,,,,,,,,,,,,,
England,25_ABS_PERS_NDI_SECONDARY_ENG,Abs_Persistent_NDi_Secondary_Eng_Current_Pct,Absence,Abs,Not disadvantaged,NDi,EES,,,PupilAbsence,Absence,2024-2025,Current,6_absence_3term_characteristics,sess_overall_percent_pa_10_exact,double,percentage,geographic_level,breakdown,FSM not eligible in last 6 years,education_phase,State-funded secondary,time_period,202425,,,,,,,,,,,,,,,,,
England,25_ABS_PERS_EFL_SECONDARY_ENG,Abs_Persistent_EFL_Secondary_Eng_Current_Pct,Absence,Abs,English first language,EFL,EES,,,PupilAbsence,Absence,2024-2025,Current,6_absence_3term_characteristics,sess_overall_percent_pa_10_exact,double,percentage,geographic_level,breakdown,First language known or believed to be English,education_phase,State-funded secondary,time_period,202425,,,,,,,,,,,,,,,,,
